State of Residence,County of Residence,Year,Births,Birth Rate,Fertility Rate
Georgia,"Bartow County, GA",2019,1299,Not Available,Not Available
Georgia,"Bartow County, GA",,5117,24.5,125.66
Georgia,"Bibb County, GA",2016,2191,14.34,69.25
Georgia,"Bibb County, GA",2017,2244,14.68,70.91
Georgia,"Bibb County, GA",2018,2063,Not Available,Not Available
Georgia,"Bibb County, GA",2019,2120,Not Available,Not Available
Georgia,"Bibb County, GA",,8618,28.2,136.18
Georgia,"Carroll County, GA",2016,1615,13.89,63.57
Georgia,"Carroll County, GA",2017,1613,13.69,62.31
Georgia,"Carroll County, GA",2018,1540,Not Available,Not Available
Georgia,"Carroll County, GA",2019,1619,Not Available,Not Available
Georgia,"Carroll County, GA",,6387,27.29,124.52
Georgia,"Chatham County, GA",2016,3975,13.75,62.57
Georgia,"Chatham County, GA",2017,3712,12.78,58.52
Georgia,"Chatham County, GA",2018,3557,Not Available,Not Available
Georgia,"Chatham County, GA",2019,3677,Not Available,Not Available
Georgia,"Chatham County, GA",,14921,25.74,117.52
Georgia,"Cherokee County, GA",2016,2700,11.17,57.53
Georgia,"Cherokee County, GA",2017,2582,10.43,53.89
Georgia,"Cherokee County, GA",2018,2562,Not Available,Not Available
Georgia,"Cherokee County, GA",2019,2619,Not Available,Not Available
Georgia,"Cherokee County, GA",,10463,21.39,110.32
Georgia,"Clarke County, GA",2016,1392,11.16,37.87
Georgia,"Clarke County, GA",2017,1386,10.91,37.19
Georgia,"Clarke County, GA",2018,1351,Not Available,Not Available
Georgia,"Clarke County, GA",2019,1299,Not Available,Not Available
Georgia,"Clarke County, GA",,5428,21.56,73.33
Georgia,"Clayton County, GA",2016,3809,13.63,59.72
Georgia,"Clayton County, GA",2017,3813,13.37,58.28
Georgia,"Clayton County, GA",2018,3773,Not Available,Not Available
Georgia,"Clayton County, GA",2019,3814,Not Available,Not Available
Georgia,"Clayton County, GA",,15209,26.94,117.71
Georgia,"Cobb County, GA",2016,9579,12.8,59.64
Georgia,"Cobb County, GA",2017,9588,12.69,59.4
Georgia,"Cobb County, GA",2018,8927,Not Available,Not Available
Georgia,"Cobb County, GA",2019,8869,Not Available,Not Available
Georgia,"Cobb County, GA",,36963,24.58,114.78
Georgia,"Columbia County, GA",2016,1831,12.42,61.03
Georgia,"Columbia County, GA",2017,1666,10.99,54.24
Georgia,"Columbia County, GA",2018,1817,Not Available,Not Available
Georgia,"Columbia County, GA",2019,1658,Not Available,Not Available
Georgia,"Columbia County, GA",,6972,23.32,114.83
Georgia,"Coweta County, GA",2016,1634,11.63,59.07
Georgia,"Coweta County, GA",2017,1731,12.1,61.81
Georgia,"Coweta County, GA",2018,1575,Not Available,Not Available
Georgia,"Coweta County, GA",2019,1668,Not Available,Not Available
Georgia,"Coweta County, GA",,6608,23.3,118.7
Georgia,"DeKalb County, GA",2016,11060,14.94,66.21
Georgia,"DeKalb County, GA",2017,10933,14.51,64.65
Georgia,"DeKalb County, GA",2018,10785,Not Available,Not Available
Georgia,"DeKalb County, GA",2019,10327,Not Available,Not Available
Georgia,"DeKalb County, GA",,43105,28.86,128.23
Georgia,"Douglas County, GA",2016,1693,11.9,55.67
Georgia,"Douglas County, GA",2017,1729,12.02,56.11
Georgia,"Douglas County, GA",2018,1700,Not Available,Not Available
Georgia,"Douglas County, GA",2019,1634,Not Available,Not Available
Georgia,"Douglas County, GA",,6756,23.61,110.35
Georgia,"Fayette County, GA",2016,911,8.16,47.82
Georgia,"Fayette County, GA",2017,886,7.87,45.69
Georgia,"Fayette County, GA",2018,867,Not Available,Not Available
Georgia,"Fayette County, GA",2019,888,Not Available,Not Available
Georgia,"Fayette County, GA",,3552,15.84,92.4
Georgia,"Forsyth County, GA",2016,2297,10.39,54.15
Georgia,"Forsyth County, GA",2017,2302,10.1,52.36
Georgia,"Forsyth County, GA",2018,2306,Not Available,Not Available
Georgia,"Forsyth County, GA",2019,2206,Not Available,Not Available
Georgia,"Forsyth County, GA",,9111,20.29,105.47
Georgia,"Fulton County, GA",2016,13123,12.82,55.89
Georgia,"Fulton County, GA",2017,13363,12.83,55.91
Georgia,"Fulton County, GA",2018,12652,Not Available,Not Available
Georgia,"Fulton County, GA",2019,12590,Not Available,Not Available
Georgia,"Fulton County, GA",,51728,25.05,109.18
Georgia,"Gwinnett County, GA",2016,11365,12.53,58.91
Georgia,"Gwinnett County, GA",2017,11442,12.43,58.65
Georgia,"Gwinnett County, GA",2018,10855,Not Available,Not Available
Georgia,"Gwinnett County, GA",2019,11034,Not Available,Not Available
Georgia,"Gwinnett County, GA",,44696,24.46,115.19
Georgia,"Hall County, GA",2016,2574,13.09,67.7
Georgia,"Hall County, GA",2017,2616,13.12,68.47
Georgia,"Hall County, GA",2018,2496,Not Available,Not Available
Georgia,"Hall County, GA",2019,2573,Not Available,Not Available
Georgia,"Hall County, GA",,10259,25.91,134.58
Georgia,"Henry County, GA",2016,2511,11.32,52.67
Georgia,"Henry County, GA",2017,2581,11.43,53.66
Georgia,"Henry County, GA",2018,2705,Not Available,Not Available
Georgia,"Henry County, GA",2019,2758,Not Available,Not Available
Georgia,"Henry County, GA",,10555,23.58,110.2
Georgia,"Houston County, GA",2016,1956,12.86,61.77
Georgia,"Houston County, GA",2017,1908,12.43,59.38
Georgia,"Houston County, GA",2018,1967,Not Available,Not Available
Georgia,"Houston County, GA",2019,1985,Not Available,Not Available
Georgia,"Houston County, GA",,7816,25.58,122.51
Georgia,"Lowndes County, GA",2016,1605,14,59.37
Georgia,"Lowndes County, GA",2017,1671,14.47,61.64
Georgia,"Lowndes County, GA",2018,1656,Not Available,Not Available
Georgia,"Lowndes County, GA",2019,1683,Not Available,Not Available
Georgia,"Lowndes County, GA",,6615,28.75,122.18
Georgia,"Muscogee County, GA",2016,2912,14.75,70.49
Georgia,"Muscogee County, GA",2017,2791,14.38,68.97
Georgia,"Muscogee County, GA",2018,2864,Not Available,Not Available
Georgia,"Muscogee County, GA",2019,2816,Not Available,Not Available
Georgia,"Muscogee County, GA",,11383,29.07,139.19
Georgia,"Paulding County, GA",2016,1644,10.55,50.12
Georgia,"Paulding County, GA",2017,1602,10.05,48.01
Georgia,"Paulding County, GA",2018,1763,Not Available,Not Available
Georgia,"Paulding County, GA",2019,1740,Not Available,Not Available
Georgia,"Paulding County, GA",,6749,21.41,101.99
Georgia,"Richmond County, GA",2016,3061,15.18,71.54
Georgia,"Richmond County, GA",2017,3003,14.88,69.99
Georgia,"Richmond County, GA",2018,2918,Not Available,Not Available
Georgia,"Richmond County, GA",2019,2977,Not Available,Not Available
Georgia,"Richmond County, GA",,11959,29.64,139.56
Georgia,"Whitfield County, GA",2016,1424,13.62,69.09
Georgia,"Whitfield County, GA",2017,1357,12.97,66.71
Georgia,"Whitfield County, GA",2018,1300,Not Available,Not Available
Georgia,"Whitfield County, GA",2019,1253,Not Available,Not Available
Georgia,"Whitfield County, GA",,5334,25.49,130.25
Georgia,"Unidentified Counties, GA",2016,41842,12.04,64.01
Georgia,"Unidentified Counties, GA",2017,41417,11.84,63.22
Georgia,"Unidentified Counties, GA",2018,41000,3.9,18.95
Georgia,"Unidentified Counties, GA",2019,41265,3.89,18.93
Georgia,"Unidentified Counties, GA",,165524,5.89,29.28
Georgia,,,511828,12.22,59.38
Hawaii,"Hawaii County, HI",2016,2349,11.84,68.35
Hawaii,"Hawaii County, HI",2017,2290,11.43,66.33
Hawaii,"Hawaii County, HI",2018,2227,Not Available,Not Available
Hawaii,"Hawaii County, HI",2019,2056,Not Available,Not Available
Hawaii,"Hawaii County, HI",,8922,22.37,129.5
Hawaii,"Honolulu County, HI",2016,12983,13.08,68.14
Hawaii,"Honolulu County, HI",2017,12487,12.63,66.2
Hawaii,"Honolulu County, HI",2018,12168,Not Available,Not Available
Hawaii,"Honolulu County, HI",2019,12129,Not Available,Not Available
Hawaii,"Honolulu County, HI",,49767,25.12,131.25
Hawaii,"Maui County, HI",2016,1882,11.38,62.87
