state,county,year,births,birthrate,fertilityrate
Florida,"Leon County, FL",2016,2989,10.38,39.34
Florida,"Leon County, FL",2017,3132,10.79,41.06
Florida,"Leon County, FL",2018,2915,,
Florida,"Leon County, FL",2019,2968,,
Florida,"Leon County, FL",,12004,20.76,78.85
Florida,"Manatee County, FL",2016,3445,9.16,59.08
Florida,"Manatee County, FL",2017,3476,9.02,58.62
Florida,"Manatee County, FL",2018,3452,,
Florida,"Manatee County, FL",2019,3481,,
Florida,"Manatee County, FL",,13854,18.19,117.8
Florida,"Marion County, FL",2016,3472,9.95,64.75
Florida,"Marion County, FL",2017,3496,9.87,63.97
Florida,"Marion County, FL",2018,3476,,
Florida,"Marion County, FL",2019,3552,,
Florida,"Marion County, FL",,13996,19.9,129.27
Florida,"Martin County, FL",2016,1273,8.02,61.41
Florida,"Martin County, FL",2017,1271,7.95,61.03
Florida,"Martin County, FL",2018,1251,,
Florida,"Martin County, FL",2019,1207,,
Florida,"Martin County, FL",,5002,15.7,120.36
Florida,"Miami-Dade County, FL",2016,32697,12.05,60.32
Florida,"Miami-Dade County, FL",2017,31818,11.56,58.46
Florida,"Miami-Dade County, FL",2018,31032,,
Florida,"Miami-Dade County, FL",2019,30258,,
Florida,"Miami-Dade County, FL",,125805,23.02,115.81
Florida,"Okaloosa County, FL",2016,2784,13.84,74.65
Florida,"Okaloosa County, FL",2017,2682,13.21,70.85
Florida,"Okaloosa County, FL",2018,2717,,
Florida,"Okaloosa County, FL",2019,2706,,
Florida,"Okaloosa County, FL",,10889,26.94,144.9
Florida,"Orange County, FL",2016,16653,12.67,55.56
Florida,"Orange County, FL",2017,16890,12.52,55.07
Florida,"Orange County, FL",2018,16919,,
Florida,"Orange County, FL",2019,16622,,
Florida,"Orange County, FL",,67084,25.19,110.62
Florida,"Osceola County, FL",2016,4328,12.88,61.41
Florida,"Osceola County, FL",2017,4386,12.45,58.83
Florida,"Osceola County, FL",2018,4437,,
Florida,"Osceola County, FL",2019,4440,,
Florida,"Osceola County, FL",,17591,25.56,121.29
Florida,"Palm Beach County, FL",2016,14965,10.36,60.74
Florida,"Palm Beach County, FL",2017,15050,10.23,60.16
Florida,"Palm Beach County, FL",2018,15066,,
Florida,"Palm Beach County, FL",2019,14738,,
Florida,"Palm Beach County, FL",,59819,20.52,120.47
Florida,"Pasco County, FL",2016,5108,9.97,59.04
Florida,"Pasco County, FL",2017,5140,9.78,57.32
Florida,"Pasco County, FL",2018,5084,,
Florida,"Pasco County, FL",2019,5092,,
Florida,"Pasco County, FL",,20424,19.68,115.92
Florida,"Pinellas County, FL",2016,8480,8.83,53.72
Florida,"Pinellas County, FL",2017,8230,8.48,51.67
Florida,"Pinellas County, FL",2018,8126,,
Florida,"Pinellas County, FL",2019,7895,,
Florida,"Pinellas County, FL",,32731,16.95,103.21
Florida,"Polk County, FL",2016,7804,11.72,63.63
Florida,"Polk County, FL",2017,7849,11.43,61.83
Florida,"Polk County, FL",2018,7847,,
Florida,"Polk County, FL",2019,8196,,
Florida,"Polk County, FL",,31696,23.43,126.99
Florida,"St. Johns County, FL",2016,2120,9.02,52.51
Florida,"St. Johns County, FL",2017,2135,8.76,51.59
Florida,"St. Johns County, FL",2018,2242,,
Florida,"St. Johns County, FL",2019,2208,,
Florida,"St. Johns County, FL",,8705,18.18,106.47
Florida,"St. Lucie County, FL",2016,2999,9.78,58.77
Florida,"St. Lucie County, FL",2017,3019,9.63,57.98
Florida,"St. Lucie County, FL",2018,3123,,
Florida,"St. Lucie County, FL",2019,3107,,
Florida,"St. Lucie County, FL",,12248,19.75,118.79
Florida,"Santa Rosa County, FL",2016,1906,11.18,62.7
Florida,"Santa Rosa County, FL",2017,1924,11.04,61.92
Florida,"Santa Rosa County, FL",2018,1953,,
Florida,"Santa Rosa County, FL",2019,1947,,
Florida,"Santa Rosa County, FL",,7730,22.42,125.74
Florida,"Sarasota County, FL",2016,2926,7.09,56.03
Florida,"Sarasota County, FL",2017,2824,6.74,53.64
Florida,"Sarasota County, FL",2018,2878,,
Florida,"Sarasota County, FL",2019,2885,,
Florida,"Sarasota County, FL",,11513,13.84,109.79
Florida,"Seminole County, FL",2016,4753,10.44,51.63
Florida,"Seminole County, FL",2017,4774,10.32,50.8
Florida,"Seminole County, FL",2018,4663,,
Florida,"Seminole County, FL",2019,4646,,
Florida,"Seminole County, FL",,18836,20.52,101.24
Florida,"Volusia County, FL",2016,5032,9.51,58.16
Florida,"Volusia County, FL",2017,4986,9.26,56.58
Florida,"Volusia County, FL",2018,4863,,
Florida,"Volusia County, FL",2019,4824,,
Florida,"Volusia County, FL",,19705,18.45,112.83
Florida,"Unidentified Counties, FL",2016,13182,9.82,67.31
Florida,"Unidentified Counties, FL",2017,13012,9.58,65.95
Florida,"Unidentified Counties, FL",2018,12991,0.61,3.35
Florida,"Unidentified Counties, FL",2019,13037,0.61,3.35
Florida,"Unidentified Counties, FL",,52222,1.15,6.4
Florida,,,890196,10.55,57.94
Georgia,"Bartow County, GA",2016,1338,12.89,66.18
Georgia,"Bartow County, GA",2017,1307,12.44,63.74
Georgia,"Bartow County, GA",2018,1173,,
Georgia,"Bartow County, GA",2019,1299,,
Georgia,"Bartow County, GA",,5117,24.5,125.66
Georgia,"Bibb County, GA",2016,2191,14.34,69.25
Georgia,"Bibb County, GA",2017,2244,14.68,70.91
Georgia,"Bibb County, GA",2018,2063,,
Georgia,"Bibb County, GA",2019,2120,,
Georgia,"Bibb County, GA",,8618,28.2,136.18
Georgia,"Carroll County, GA",2016,1615,13.89,63.57
Georgia,"Carroll County, GA",2017,1613,13.69,62.31
Georgia,"Carroll County, GA",2018,1540,,
Georgia,"Carroll County, GA",2019,1619,,
Georgia,"Carroll County, GA",,6387,27.29,124.52
Georgia,"Chatham County, GA",2016,3975,13.75,62.57
Georgia,"Chatham County, GA",2017,3712,12.78,58.52
Georgia,"Chatham County, GA",2018,3557,,
Georgia,"Chatham County, GA",2019,3677,,
Georgia,"Chatham County, GA",,14921,25.74,117.52
Georgia,"Cherokee County, GA",2016,2700,11.17,57.53
Georgia,"Cherokee County, GA",2017,2582,10.43,53.89
Georgia,"Cherokee County, GA",2018,2562,,
Georgia,"Cherokee County, GA",2019,2619,,
Georgia,"Cherokee County, GA",,10463,21.39,110.32
Georgia,"Clarke County, GA",2016,1392,11.16,37.87
Georgia,"Clarke County, GA",2017,1386,10.91,37.19
Georgia,"Clarke County, GA",2018,1351,,
Georgia,"Clarke County, GA",2019,1299,,
Georgia,"Clarke County, GA",,5428,21.56,73.33
Georgia,"Clayton County, GA",2016,3809,13.63,59.72
Georgia,"Clayton County, GA",2017,3813,13.37,58.28
Georgia,"Clayton County, GA",2018,3773,,
Georgia,"Clayton County, GA",2019,3814,,
Georgia,"Clayton County, GA",,15209,26.94,117.71
Georgia,"Cobb County, GA",2016,9579,12.8,59.64
Georgia,"Cobb County, GA",2017,9588,12.69,59.4
Georgia,"Cobb County, GA",2018,8927,,
Georgia,"Cobb County, GA",2019,8869,,
Georgia,"Cobb County, GA",,36963,24.58,114.78
Georgia,"Columbia County, GA",2016,1831,12.42,61.03
Georgia,"Columbia County, GA",2017,1666,10.99,54.24
Georgia,"Columbia County, GA",2018,1817,,
Georgia,"Columbia County, GA",2019,1658,,
Georgia,"Columbia County, GA",,6972,23.32,114.83
Georgia,"Coweta County, GA",2016,1634,11.63,59.07
Georgia,"Coweta County, GA",2017,1731,12.1,61.81
Georgia,"Coweta County, GA",2018,1575,,
Georgia,"Coweta County, GA",2019,1668,,
Georgia,"Coweta County, GA",,6608,23.3,118.7
Georgia,"DeKalb County, GA",2016,11060,14.94,66.21
Georgia,"DeKalb County, GA",2017,10933,14.51,64.65
Georgia,"DeKalb County, GA",2018,10785,,
Georgia,"DeKalb County, GA",2019,10327,,
Georgia,"DeKalb County, GA",,43105,28.86,128.23
Georgia,"Douglas County, GA",2016,1693,11.9,55.67
Georgia,"Douglas County, GA",2017,1729,12.02,56.11
Georgia,"Douglas County, GA",2018,1700,,
Georgia,"Douglas County, GA",2019,1634,,
Georgia,"Douglas County, GA",,6756,23.61,110.35
Georgia,"Fayette County, GA",2016,911,8.16,47.82
Georgia,"Fayette County, GA",2017,886,7.87,45.69
Georgia,"Fayette County, GA",2018,867,,
Georgia,"Fayette County, GA",2019,888,,
Georgia,"Fayette County, GA",,3552,15.84,92.4
Georgia,"Forsyth County, GA",2016,2297,10.39,54.15
Georgia,"Forsyth County, GA",2017,2302,10.1,52.36
Georgia,"Forsyth County, GA",2018,2306,,
Georgia,"Forsyth County, GA",2019,2206,,
Georgia,"Forsyth County, GA",,9111,20.29,105.47
Georgia,"Fulton County, GA",2016,13123,12.82,55.89
Georgia,"Fulton County, GA",2017,13363,12.83,55.91
Georgia,"Fulton County, GA",2018,12652,,
Georgia,"Fulton County, GA",2019,12590,,
Georgia,"Fulton County, GA",,51728,25.05,109.18
Georgia,"Gwinnett County, GA",2016,11365,12.53,58.91
Georgia,"Gwinnett County, GA",2017,11442,12.43,58.65
Georgia,"Gwinnett County, GA",2018,10855,,
Georgia,"Gwinnett County, GA",2019,11034,,
Georgia,"Gwinnett County, GA",,44696,24.46,115.19
Georgia,"Hall County, GA",2016,2574,13.09,67.7
Georgia,"Hall County, GA",2017,2616,13.12,68.47
Georgia,"Hall County, GA",2018,2496,,
Georgia,"Hall County, GA",2019,2573,,
Georgia,"Hall County, GA",,10259,25.91,134.58
Georgia,"Henry County, GA",2016,2511,11.32,52.67
Georgia,"Henry County, GA",2017,2581,11.43,53.66
Georgia,"Henry County, GA",2018,2705,,
Georgia,"Henry County, GA",2019,2758,,
Georgia,"Henry County, GA",,10555,23.58,110.2
Georgia,"Houston County, GA",2016,1956,12.86,61.77
Georgia,"Houston County, GA",2017,1908,12.43,59.38
Georgia,"Houston County, GA",2018,1967,,
Georgia,"Houston County, GA",2019,1985,,
Georgia,"Houston County, GA",,7816,25.58,122.51
Georgia,"Lowndes County, GA",2016,1605,14,59.37
Georgia,"Lowndes County, GA",2017,1671,14.47,61.64
Georgia,"Lowndes County, GA",2018,1656,,
Georgia,"Lowndes County, GA",2019,1683,,
Georgia,"Lowndes County, GA",,6615,28.75,122.18
Georgia,"Muscogee County, GA",2016,2912,14.75,70.49
Georgia,"Muscogee County, GA",2017,2791,14.38,68.97
Georgia,"Muscogee County, GA",2018,2864,,
Georgia,"Muscogee County, GA",2019,2816,,
Georgia,"Muscogee County, GA",,11383,29.07,139.19
Georgia,"Paulding County, GA",2016,1644,10.55,50.12
Georgia,"Paulding County, GA",2017,1602,10.05,48.01
Georgia,"Paulding County, GA",2018,1763,,
Georgia,"Paulding County, GA",2019,1740,,
Georgia,"Paulding County, GA",,6749,21.41,101.99
Georgia,"Richmond County, GA",2016,3061,15.18,71.54
Georgia,"Richmond County, GA",2017,3003,14.88,69.99
Georgia,"Richmond County, GA",2018,2918,,
Georgia,"Richmond County, GA",2019,2977,,
Georgia,"Richmond County, GA",,11959,29.64,139.56
Georgia,"Whitfield County, GA",2016,1424,13.62,69.09
Georgia,"Whitfield County, GA",2017,1357,12.97,66.71
Georgia,"Whitfield County, GA",2018,1300,,
Georgia,"Whitfield County, GA",2019,1253,,
Georgia,"Whitfield County, GA",,5334,25.49,130.25
Georgia,"Unidentified Counties, GA",2016,41842,12.04,64.01
Georgia,"Unidentified Counties, GA",2017,41417,11.84,63.22
Georgia,"Unidentified Counties, GA",2018,41000,3.9,18.95
Georgia,"Unidentified Counties, GA",2019,41265,3.89,18.93
Georgia,"Unidentified Counties, GA",,165524,5.89,29.28
Georgia,,,511828,12.22,59.38
Hawaii,"Hawaii County, HI",2016,2349,11.84,68.35
Hawaii,"Hawaii County, HI",2017,2290,11.43,66.33
Hawaii,"Hawaii County, HI",2018,2227,,
Hawaii,"Hawaii County, HI",2019,2056,,
Hawaii,"Hawaii County, HI",,8922,22.37,129.5
Hawaii,"Honolulu County, HI",2016,12983,13.08,68.14
Hawaii,"Honolulu County, HI",2017,12487,12.63,66.2
Hawaii,"Honolulu County, HI",2018,12168,,
Hawaii,"Honolulu County, HI",2019,12129,,
Hawaii,"Honolulu County, HI",,49767,25.12,131.25
Hawaii,"Maui County, HI",2016,1882,11.38,62.87
Hawaii,"Maui County, HI",2017,1883,11.33,62.37
Hawaii,"Maui County, HI",2018,1828,,
Hawaii,"Maui County, HI",2019,1832,,
Hawaii,"Maui County, HI",,7425,22.39,123.49
Hawaii,"Unidentified Counties, HI",2016,845,11.72,68.27
Hawaii,"Unidentified Counties, HI",2017,857,11.86,68.18
Hawaii,"Unidentified Counties, HI",2018,749,0.53,2.83
Hawaii,"Unidentified Counties, HI",2019,780,0.55,2.97
Hawaii,"Unidentified Counties, HI",,3231,1.08,5.85
Hawaii,,,69345,12.18,65.39
Idaho,"Ada County, ID",2016,5045,11.36,56.99
Idaho,"Ada County, ID",2017,4842,10.6,53.07
Idaho,"Ada County, ID",2018,4861,,
Idaho,"Ada County, ID",2019,4929,,
Idaho,"Ada County, ID",,19677,21.84,109.45
Idaho,"Bonneville County, ID",2016,1910,17.02,86.49
Idaho,"Bonneville County, ID",2017,1876,16.37,82.84
Idaho,"Bonneville County, ID",2018,1815,,
Idaho,"Bonneville County, ID",2019,1834,,
Idaho,"Bonneville County, ID",,7435,32.78,166.22
Idaho,"Canyon County, ID",2016,3129,14.78,73.47
Idaho,"Canyon County, ID",2017,3065,14.14,70.33
Idaho,"Canyon County, ID",2018,2918,,
Idaho,"Canyon County, ID",2019,3046,,
Idaho,"Canyon County, ID",,12158,28.38,141.09
Idaho,"Kootenai County, ID",2016,1754,11.37,62.94
Idaho,"Kootenai County, ID",2017,1811,11.49,63.77
Idaho,"Kootenai County, ID",2018,1732,,
Idaho,"Kootenai County, ID",2019,1861,,
Idaho,"Kootenai County, ID",,7158,22.95,127.21
Idaho,"Unidentified Counties, ID",2016,10644,13.99,75.48
Idaho,"Unidentified Counties, ID",2017,10587,13.73,74
Idaho,"Unidentified Counties, ID",2018,10077,5.74,29.85
Idaho,"Unidentified Counties, ID",2019,10393,5.82,30.14
Idaho,"Unidentified Counties, ID",,41701,8.22,43.14
Idaho,,,88129,12.7,66.09
Illinois,"Champaign County, IL",2016,2395,11.49,45.88
Illinois,"Champaign County, IL",2017,2295,10.96,44
Illinois,"Champaign County, IL",2018,2254,,
Illinois,"Champaign County, IL",2019,2230,,
Illinois,"Champaign County, IL",,9174,21.96,87.9
Illinois,"Cook County, IL",2016,66779,12.83,59.88
Illinois,"Cook County, IL",2017,64374,12.35,58.16
Illinois,"Cook County, IL",2018,61797,,
Illinois,"Cook County, IL",2019,59031,,
Illinois,"Cook County, IL",,251981,24.19,113.4
Illinois,"DeKalb County, IL",2016,1093,10.46,43.67
Illinois,"DeKalb County, IL",2017,1142,10.9,45.7
Illinois,"DeKalb County, IL",2018,1092,,
Illinois,"DeKalb County, IL",2019,1143,,
Illinois,"DeKalb County, IL",,4470,21.36,89.37
Illinois,"DuPage County, IL",2016,10832,11.66,61.17
Illinois,"DuPage County, IL",2017,10337,11.11,58.71
Illinois,"DuPage County, IL",2018,10298,,
Illinois,"DuPage County, IL",2019,9988,,
Illinois,"DuPage County, IL",,41455,22.29,117.39
Illinois,"Kane County, IL",2016,6710,12.62,64.99
Illinois,"Kane County, IL",2017,6339,11.86,61.43
Illinois,"Kane County, IL",2018,6337,,
Illinois,"Kane County, IL",2019,5976,,
Illinois,"Kane County, IL",,25362,23.78,122.85
Illinois,"Kankakee County, IL",2016,1354,12.31,63.45
Illinois,"Kankakee County, IL",2017,1289,11.76,61.03
Illinois,"Kankakee County, IL",2018,1237,,
Illinois,"Kankakee County, IL",2019,1256,,
Illinois,"Kankakee County, IL",,5136,23.39,120.97
Illinois,"Kendall County, IL",2016,1595,12.79,59.7
Illinois,"Kendall County, IL",2017,1481,11.73,55.26
Illinois,"Kendall County, IL",2018,1516,,
Illinois,"Kendall County, IL",2019,1548,,
Illinois,"Kendall County, IL",,6140,24.47,114.72
Illinois,"Lake County, IL",2016,7660,10.9,58.25
Illinois,"Lake County, IL",2017,7607,10.81,58.13
Illinois,"Lake County, IL",2018,7095,,
Illinois,"Lake County, IL",2019,6986,,
Illinois,"Lake County, IL",,29348,20.86,111.86
Illinois,"LaSalle County, IL",2016,1262,11.41,67.93
Illinois,"LaSalle County, IL",2017,1180,10.72,63.85
Illinois,"LaSalle County, IL",2018,1092,,
Illinois,"LaSalle County, IL",2019,1130,,
Illinois,"LaSalle County, IL",,4664,21.13,125.85
Illinois,"McHenry County, IL",2016,3090,10.07,55.06
Illinois,"McHenry County, IL",2017,3185,10.3,56.89
Illinois,"McHenry County, IL",2018,2987,,
Illinois,"McHenry County, IL",2019,3063,,
Illinois,"McHenry County, IL",,12325,20,109.94
Illinois,"McLean County, IL",2016,2020,11.72,49.72
Illinois,"McLean County, IL",2017,2004,11.63,49.47
Illinois,"McLean County, IL",2018,1817,,
Illinois,"McLean County, IL",2019,1769,,
Illinois,"McLean County, IL",,7610,22.08,93.8
Illinois,"Macon County, IL",2016,1327,12.45,66.85
Illinois,"Macon County, IL",2017,1298,12.27,66.02
Illinois,"Macon County, IL",2018,1269,,
Illinois,"Macon County, IL",2019,1253,,
Illinois,"Macon County, IL",,5147,24.24,130.26
Illinois,"Madison County, IL",2016,3051,11.48,60.6
Illinois,"Madison County, IL",2017,2892,10.9,57.74
Illinois,"Madison County, IL",2018,2865,,
Illinois,"Madison County, IL",2019,2747,,
Illinois,"Madison County, IL",,11555,21.75,115.05
Illinois,"Peoria County, IL",2016,2536,13.71,69.51
Illinois,"Peoria County, IL",2017,2533,13.84,70.99
Illinois,"Peoria County, IL",2018,2504,,
Illinois,"Peoria County, IL",2019,2354,,
Illinois,"Peoria County, IL",,9927,26.97,137.56
Illinois,"Rock Island County, IL",2016,1776,12.27,68.25
Illinois,"Rock Island County, IL",2017,1668,11.52,64.48
Illinois,"Rock Island County, IL",2018,1731,,
Illinois,"Rock Island County, IL",2019,1626,,
Illinois,"Rock Island County, IL",,6801,23.48,131.06
Illinois,"St. Clair County, IL",2016,3228,12.29,63.04
Illinois,"St. Clair County, IL",2017,3221,12.27,63.36
Illinois,"St. Clair County, IL",2018,3109,,
Illinois,"St. Clair County, IL",2019,3008,,
Illinois,"St. Clair County, IL",,12566,23.92,123.15
Illinois,"Sangamon County, IL",2016,2245,11.37,60.08
Illinois,"Sangamon County, IL",2017,2289,11.65,61.68
Illinois,"Sangamon County, IL",2018,2240,,
Illinois,"Sangamon County, IL",2019,2099,,
Illinois,"Sangamon County, IL",,8873,22.52,119.13
Illinois,"Tazewell County, IL",2016,1496,11.13,62.94
Illinois,"Tazewell County, IL",2017,1450,10.86,61.46
Illinois,"Tazewell County, IL",2018,1391,,
Illinois,"Tazewell County, IL",2019,1350,,
Illinois,"Tazewell County, IL",,5687,21.23,120.08
Illinois,"Will County, IL",2016,7804,11.32,57.74
Illinois,"Will County, IL",2017,7427,10.72,55.05
Illinois,"Will County, IL",2018,7318,,
Illinois,"Will County, IL",2019,7216,,
Illinois,"Will County, IL",,29765,21.53,110.21
Illinois,"Winnebago County, IL",2016,3711,12.98,69.74
Illinois,"Winnebago County, IL",2017,3501,12.29,66.51
Illinois,"Winnebago County, IL",2018,3497,,
Illinois,"Winnebago County, IL",2019,3448,,
Illinois,"Winnebago County, IL",,14157,24.81,133.75
Illinois,"Unidentified Counties, IL",2016,22481,11.11,64.49
Illinois,"Unidentified Counties, IL",2017,21878,10.87,63.49
Illinois,"Unidentified Counties, IL",2018,21369,1.68,8.49
Illinois,"Unidentified Counties, IL",2019,20907,1.65,8.37
Illinois,"Unidentified Counties, IL",,86635,2.94,15.18
Illinois,,,588778,11.54,58.32
Indiana,"Allen County, IN",2016,5151,13.91,69.71
Indiana,"Allen County, IN",2017,5206,13.96,70.01
Indiana,"Allen County, IN",2018,5240,,
Indiana,"Allen County, IN",2019,5302,,
Indiana,"Allen County, IN",,20899,28.12,140.96
Indiana,"Clark County, IN",2016,1448,12.48,64.41
Indiana,"Clark County, IN",2017,1474,12.6,65.44
Indiana,"Clark County, IN",2018,1396,,
Indiana,"Clark County, IN",2019,1411,,
Indiana,"Clark County, IN",,5729,24.59,127.3
Indiana,"Delaware County, IN",2016,1174,10.16,44.68
Indiana,"Delaware County, IN",2017,1126,9.78,43.33
Indiana,"Delaware County, IN",2018,1072,,
Indiana,"Delaware County, IN",2019,1052,,
Indiana,"Delaware County, IN",,4424,19.17,84.64
Indiana,"Elkhart County, IN",2016,3126,15.34,80.55
Indiana,"Elkhart County, IN",2017,3087,15.06,79.36
Indiana,"Elkhart County, IN",2018,3117,,
Indiana,"Elkhart County, IN",2019,3032,,
Indiana,"Elkhart County, IN",,12362,30.24,159.08
Indiana,"Hamilton County, IN",2016,3798,12,60.03
Indiana,"Hamilton County, IN",2017,3835,11.85,59.37
Indiana,"Hamilton County, IN",2018,3724,,
Indiana,"Hamilton County, IN",2019,3683,,
Indiana,"Hamilton County, IN",,15040,23.5,117.62
Indiana,"Hendricks County, IN",2016,1760,10.96,56.83
Indiana,"Hendricks County, IN",2017,1720,10.51,54.84
Indiana,"Hendricks County, IN",2018,1619,,
Indiana,"Hendricks County, IN",2019,1656,,
Indiana,"Hendricks County, IN",,6755,20.83,108.36
Indiana,"Johnson County, IN",2016,1871,12.31,62.59
Indiana,"Johnson County, IN",2017,1814,11.79,59.53
Indiana,"Johnson County, IN",2018,1877,,
Indiana,"Johnson County, IN",2019,1852,,
Indiana,"Johnson County, IN",,7414,24.24,122.82
Indiana,"Lake County, IN",2016,5657,11.64,60.48
Indiana,"Lake County, IN",2017,5601,11.53,60.36
Indiana,"Lake County, IN",2018,5785,,
Indiana,"Lake County, IN",2019,5682,,
Indiana,"Lake County, IN",,22725,23.39,121.97
Indiana,"La Porte County, IN",2016,1305,11.86,70.48
Indiana,"La Porte County, IN",2017,1272,11.56,69.71
Indiana,"La Porte County, IN",2018,1271,,
Indiana,"La Porte County, IN",2019,1175,,
Indiana,"La Porte County, IN",,5023,22.83,136.63
Indiana,"Madison County, IN",2016,1506,11.65,64.38
Indiana,"Madison County, IN",2017,1396,10.78,60.11
Indiana,"Madison County, IN",2018,1409,,
Indiana,"Madison County, IN",2019,1415,,
Indiana,"Madison County, IN",,5726,22.13,122.83
Indiana,"Marion County, IN",2016,14294,15.19,69.22
Indiana,"Marion County, IN",2017,14389,15.15,69.06
Indiana,"Marion County, IN",2018,14036,,
Indiana,"Marion County, IN",2019,14048,,
Indiana,"Marion County, IN",,56767,30.01,136.83
Indiana,"Monroe County, IN",2016,1301,8.94,33.36
Indiana,"Monroe County, IN",2017,1249,8.5,31.97
Indiana,"Monroe County, IN",2018,1246,,
Indiana,"Monroe County, IN",2019,1084,,
Indiana,"Monroe County, IN",,4880,16.68,62.51
Indiana,"Porter County, IN",2016,1750,10.43,54.69
Indiana,"Porter County, IN",2017,1642,9.75,51.21
Indiana,"Porter County, IN",2018,1677,,
Indiana,"Porter County, IN",2019,1643,,
Indiana,"Porter County, IN",,6712,19.96,104.77
Indiana,"St. Joseph County, IN",2016,3577,13.29,65.5
Indiana,"St. Joseph County, IN",2017,3497,12.93,63.73
Indiana,"St. Joseph County, IN",2018,3538,,
Indiana,"St. Joseph County, IN",2019,3436,,
Indiana,"St. Joseph County, IN",,14048,26.04,128.31
Indiana,"Tippecanoe County, IN",2016,2359,12.54,52.13
Indiana,"Tippecanoe County, IN",2017,2240,11.75,48.92
Indiana,"Tippecanoe County, IN",2018,2158,,
Indiana,"Tippecanoe County, IN",2019,2067,,
Indiana,"Tippecanoe County, IN",,8824,23.3,96.92
Indiana,"Vanderburgh County, IN",2016,2269,12.49,62.21
Indiana,"Vanderburgh County, IN",2017,2128,11.72,58.82
Indiana,"Vanderburgh County, IN",2018,2115,,
Indiana,"Vanderburgh County, IN",2019,2175,,
Indiana,"Vanderburgh County, IN",,8687,23.91,119.57
Indiana,"Vigo County, IN",2016,1288,11.93,59.9
Indiana,"Vigo County, IN",2017,1224,11.38,57.51
Indiana,"Vigo County, IN",2018,1131,,
Indiana,"Vigo County, IN",2019,1188,,
Indiana,"Vigo County, IN",,4831,22.42,112.91
Indiana,"Unidentified Counties, IN",2016,29457,11.92,67.44
Indiana,"Unidentified Counties, IN",2017,29270,11.83,67.21
Indiana,"Unidentified Counties, IN",2018,29235,4.37,22.5
Indiana,"Unidentified Counties, IN",2019,28958,4.3,22.1
Indiana,"Unidentified Counties, IN",,116920,6.36,33.58
Indiana,,,327766,12.26,63.05
Iowa,"Black Hawk County, IA",2016,1671,12.57,58.58
Iowa,"Black Hawk County, IA",2017,1732,13.06,60.78
Iowa,"Black Hawk County, IA",2018,1632,,
Iowa,"Black Hawk County, IA",2019,1645,,
Iowa,"Black Hawk County, IA",,6680,25.16,117.15
Iowa,"Johnson County, IA",2016,1857,12.67,49.36
Iowa,"Johnson County, IA",2017,1751,11.74,45.56
Iowa,"Johnson County, IA",2018,1735,,
Iowa,"Johnson County, IA",2019,1738,,
Iowa,"Johnson County, IA",,7081,23.94,93.1
Iowa,"Linn County, IA",2016,2800,12.63,64.23
Iowa,"Linn County, IA",2017,2799,12.49,63.4
Iowa,"Linn County, IA",2018,2731,,
Iowa,"Linn County, IA",2019,2738,,
Iowa,"Linn County, IA",,11068,24.83,126.14
Iowa,"Polk County, IA",2016,6921,14.6,70.21
Iowa,"Polk County, IA",2017,6943,14.41,69.33
Iowa,"Polk County, IA",2018,6655,,
Iowa,"Polk County, IA",2019,6551,,
Iowa,"Polk County, IA",,27070,28.32,136.22
Iowa,"Scott County, IA",2016,2213,12.83,66.75
Iowa,"Scott County, IA",2017,2117,12.27,64.22
Iowa,"Scott County, IA",2018,2096,,
Iowa,"Scott County, IA",2019,2086,,
Iowa,"Scott County, IA",,8512,24.67,128.74
Iowa,"Woodbury County, IA",2016,1549,15.07,77.72
Iowa,"Woodbury County, IA",2017,1416,13.82,71.34
Iowa,"Woodbury County, IA",2018,1393,,
Iowa,"Woodbury County, IA",2019,1483,,
Iowa,"Woodbury County, IA",,5841,28.46,146.83
Iowa,"Unidentified Counties, IA",2016,22392,11.88,68.29
Iowa,"Unidentified Counties, IA",2017,21672,11.51,66.02
Iowa,"Unidentified Counties, IA",2018,21543,6.83,36.21
Iowa,"Unidentified Counties, IA",2019,21408,6.79,36.02
Iowa,"Unidentified Counties, IA",,87015,8.63,47.15
Iowa,,,153267,12.17,64.65
Kansas,"Douglas County, KS",2016,1177,9.85,37.88
Kansas,"Douglas County, KS",2017,1134,9.39,36.37
Kansas,"Douglas County, KS",2018,1116,,
Kansas,"Douglas County, KS",2019,1090,,
Kansas,"Douglas County, KS",,4517,18.8,72.56
Kansas,"Johnson County, KS",2016,7360,12.59,63.65
Kansas,"Johnson County, KS",2017,7223,12.22,61.88
Kansas,"Johnson County, KS",2018,7140,,
Kansas,"Johnson County, KS",2019,6948,,
Kansas,"Johnson County, KS",,28671,24.39,123.4
Kansas,"Sedgwick County, KS",2016,7309,14.28,71.89
Kansas,"Sedgwick County, KS",2017,6924,13.48,68.18
Kansas,"Sedgwick County, KS",2018,6733,,
Kansas,"Sedgwick County, KS",2019,6737,,
Kansas,"Sedgwick County, KS",,27703,27.01,136.31
Kansas,"Shawnee County, KS",2016,2189,12.29,66.55
Kansas,"Shawnee County, KS",2017,2074,11.64,63.02
Kansas,"Shawnee County, KS",2018,2123,,
Kansas,"Shawnee County, KS",2019,2112,,
Kansas,"Shawnee County, KS",,8498,23.85,129.14
Kansas,"Wyandotte County, KS",2016,2695,16.45,81.19
Kansas,"Wyandotte County, KS",2017,2541,15.37,76.3
Kansas,"Wyandotte County, KS",2018,2614,,
Kansas,"Wyandotte County, KS",2019,2610,,
